# account,total,base,early,referral,loyalty,guaranteed
1TeBJ3NdNALcG9uejwjgs5kA4iXwCneD8ASjQkduWFf4A4x,52.5,50.0,0.0,2.5,0,0
16wE7cuNgfG162o9VymFnpC9kKkAkFggvdKafntghPUu8SX,112.5,112.5,0.0,0,0,0
14UxyGEL6SPtUUhpivu6vYSoErqTD65em4jqmnvrRBe7nfQb,25.462500000000002,24.250000000000004,0.0,1.2125000000000001,0,0
12BSf3Jcsekz3hd34bzn7maEPDib3DtLphNkd8vsz88T6py4,50.0,50.0,0.0,0,0,0
16UrjpS5gKF5CG6EBbXdXby2JXToQ2LtYHX45dSoxcASLJxe,125.0,125.0,0.0,0,0,0
14Bqc9JQSdJbhmzBQNz8ipaDUu4ubbKPLpmnqPXswLugsEXw,12.5,12.5,0.0,0,0,0
121RAkexFgYv7pWpmRc2D5cjJocyvdoXPhQi2YNoLMwyqpgo,12.5,12.5,0.0,0,0,0
15VABvTtfW89PNwSevVG37XbSS4RFp62rwn44wp5XqSLcp12,112.5,112.5,0.0,0,0,0
14Q3Nsaam9ttmBv9RW63FbxWeqLHxXMH9YkbxXi8uuGizJa7,262.5,250.0,0.0,12.5,0,0
14zNDyQ4Qo2T6gm5sa3w3PrimUDGfB58kKAjpX92j8UhMABv,25.0,12.5,0.0,12.5,0,0
12dTMERjQ3Xq8tCwVViNkcZ1TuVAZahoDcyjYqNKR6u7xqSR,12.5,12.5,0.0,0,0,0
14mEiVYCVBm8EdHFTaBj3Zpx4kdCuoziJtC6wLw7T52X9svZ,12.5,12.5,0.0,0,0,0
14bLQ7GKer9T5ZhkcfH2pKtDsXRQiUgm6dZccgBo7RkfWR8n,13.125,12.5,0.0,0.625,0,0
1xapNPKuv6shtSHJV371ycCr8K6v7U5RNjN24mvZZZ71H3t,37.5,37.5,0.0,0,0,0
13jVQBBre7fx6GdVWizwdeM6cdgjiou8urWY6zyybCh1tSD2,250.0,250.0,0.0,0,0,0
135dfNf9qga9QujeSLwzTc3dE4Z4AyV5Sb76gQAVGLVSjc3s,75.0,75.0,0.0,0,0,0
14iJ2enHA8a4i4JZ8LXCTgTP6b8X1sZqaBpeWYs5FDuCEPdn,75.0,75.0,0.0,0,0,0
13WPmBzUGW7g2D4YddTZ3bKMwKK2xjBHTVzyeFQBq7jr3tWP,289.375,250.0,0.0,24.375,15.0,0
13Ye5k6S58gTtwKpQeu3HrKSBSa5C28CuWZcyRdPQukdwaBR,289.375,250.0,0.0,24.375,15.0,0
14dynzsYTfV2gKtCk5vyHe6d5nmmWAExy4o6uUXyJrKKkFfb,2875.0,2750.0,0.0,125.0,0,0
1WvKjbd6ghKbHW8B41AaHCfCjefqMv3m8FcgFeJspuHrCso,25.0,25.0,0.0,0,0,0
12HTnE53HZ8QotfWNtJdHv4rZzcSH21o3XvNDCD4GKi4J3ZC,20.0,20.0,0.0,0,0,0
14VeewVCUrFJ14yaZUFLHUmmFBPxq1coviUeV6UgjbaYeNiF,120.0,120.0,0.0,0,0,0
15cuWQqqer9bf7fctyVE2ypSm53SAKsF9gQN55HnCvV9EfSu,62.5,62.5,0.0,0,0,0
14KL8RXW8nhopLAW8e7bSfdnTyGuUFKtwHMGPGY9AxgJp63U,26.25,25.0,0.0,1.25,0,0
15zgqk7eELhSA5SUXZrGSZpmfxvFSC4DQm141mwJZ8f62DGm,12.5,12.5,0.0,0,0,0
13EUKDDcxUVVwxi4mTSMUxqmGFCvpttDtjzR9c9Cb4hE9mm7,750.0,750.0,0.0,0,0,0
14djxSnMT6A6k6T6HRxTV1CDwn5yENTiBtxNqQ8HNBUrz9Yo,75.0,75.0,0.0,0,0,0
165XZXkuDUbS6kH4xPi98SCcimZazynpAr31CnmRRDDYVrCZ,17.25,17.25,0.0,0,0,0
15GHmhJEmo218215bKmmUUWd9Mky6dM9X23dv9n6hrpcH3rq,59.225,47.5,6.5,2.375,2.85,0
14dAW5EV4Tfz9KUni95SV9vHHnyCqVkFRNNjGU462qMvE5C5,12.5,12.5,0.0,0,0,0
133b4UxxmRcxuZCxXSCqxH1D5SP56UZq9uhZxPaRszrCSxy3,20.0,20.0,0.0,0,0,0
16PwWVv7PQ68tpSoAz9zVFZs8UuRzqcJwG8upWRuYxrf2xfN,33.050000000000004,33.050000000000004,0.0,0,0,0
14z7UmrZ6WknpB7YvLiUNKCn5RGQVs7K9YmccJMYZ4EepK1b,12.5,12.5,0.0,0,0,0
165yiRuL1NXMr5mwg4xZJ8o43mEWqXxSjaJHhknRWCYEa36y,35.0,35.0,0.0,0,0,0
121xpprq46TYeSw1FmM4QKiNKvvwfnuoEDVRC8vntd9ExfSK,12.5,12.5,0.0,0,0,0
12MiwtWiM9JgYog4C63axfKxTkBVSQUm8hrkMPyL3tWoqCmu,13.125,12.5,0.0,0.625,0,0
15fM9aXEPpM1jvdupSQ3C2dEjSbbNd3b4xPqyABFJA3u7iEQ,13.125,12.5,0.0,0.625,0,0
16S7Yq3u9WADSnHsfSqMrQdq3i9HVi2pxfDisZWZoBwvX1f6,12.5,12.5,0.0,0,0,0
14rQ3gnFkQvT8xQ7XriZ3h9LHB28epm2awwrxiQfi2eoCHVi,12.5,12.5,0.0,0,0,0
13rDoH8Z3Bm17U5ZrTyPuToFsW29XtnpCtCmDcPQbAmvUNiM,721.875,687.5,0.0,34.375,0,0
1seo8pcssTwsXUaSFQwhvhyp9Wia82q5E15GAid2EtDqjMa,100.0,100.0,0.0,0,0,0
12GtCC3gsXQcZBvkAQmP2vG2Z76Wirg9AS65U1HtqsjvoDY7,13.125,12.5,0.0,0.625,0,0
13VywdF1gkx2tHvAUkYBjEeScPHFmMh4tSZ2EJjGEN48Ffgt,50.0,50.0,0.0,0,0,0
1ZJsWqHHGfymvuP1u98LNBrsrBkRwYEfJxWAq77jST2LQ5h,103.125,87.5,15.0,0.625,0,0
16cn4zZTuC56NQjr3tLeAEbrKhfdTT35yPtg7bF4FPvAqjwz,78.75,75.0,0.0,3.75,0,0
12E7LsJkCsuSrSJxXsRY23w694knPzXG3VfQ1PesBZ5Nd9DZ,13.125,12.5,0.0,0.625,0,0
1F1FbQoskV46cHdegoCJ23nakDuTyLayvtGVKBBbcX8vbw2,132.5,125.0,0.0,0,7.5,0
13BvCpvCzz3JqFRMvGTyNkVU7mHskoxDg26DWaLz9vC9CFg5,325.0,325.0,0.0,0,0,0
13YThFoQmv2Pb94pUgqsM8yg1FxyUEL57jvwwDEzWryM5ncs,13.125,12.5,0.0,0.625,0,0
16Sdahg6Gw8pmKZRJbPixFrJBZyLYk5aDcYBctYDxaeqqkmc,12.5,12.5,0.0,0,0,0
139SEtvswreWrQ4dxvfhJQcMGaduy2gxDvHQammrDMasn69S,12.5,12.5,0.0,0,0,0
12gZo9GFH1oQZNyPMrCYFxt8pHLTWzbAhZBRb1Fm4wsFd5e6,78.75,75.0,0.0,3.75,0,0
1cQF7e3D9FgAjdaajznkrbDwCNzfRxBS9Xkmukyrj2rd1UX,162.5,162.5,0.0,0,0,0
13Kw81L4TAUvhi7RFbkBsuRe5RPGdVrYTy58srasa6PRoarn,125.0,125.0,0.0,0,0,0
165XtM34nW15HtSd41Zc3JcuNNF95ymLZkyZAjiFocFx7RZ5,31.875,27.5,3.0,1.375,0,0
1126QpMdpaTsYSSRvGB6ugZjrcs979De26BGDHNZc7QUQmvE,12.5,12.5,0.0,0,0,0
13GufhEDcfqq2HLEX8a7w2yVTSfA73LvzgwCWwYam5foLf5E,75.0,75.0,0.0,0,0,0
1jC7SP3nuutrkB7AMhTYJAox7J2u77wzNmcM8fRP3JsS3zu,36.5,32.5,4.0,0,0,0
14K2XtYhTi78D7uM2wBorPPPqoYKwmctbGpGHw2R35cM1Gab,13.125,12.5,0.0,0.625,0,0
15JrisXAN1jYzTET5U8Uek9ySj7gAJJbNYtZS29CPqPhgGbz,50.0,50.0,0.0,0,0,0
1NNLkj6yFiUofZ7h7XV1L8eRareCV9tFkHNf3XDBDU86wVn,12.5,12.5,0.0,0,0,0
12CHpPbYv7toYqCCKzXYAyipjqAgnDBscwpL8JKFjwHvbDSo,55.0,55.0,0.0,0,0,0
14d9dATc2Cab4i5CczgmBJ6tpRhHMmg4y9TiQoe4Mg7418dV,53.0,50.0,0.0,0,3.0,0
125xSQ7VtJU4pxePuYRJ2yAAPzqE4FTJeBLNJii8bFxiLTzP,53.0,50.0,0.0,0,3.0,0
14BPcba86JaeSm6SSWynUYyh6uXNk6DFhJPuhSGmt7yKP8YA,12.5,12.5,0.0,0,0,0
15Xg9L2Q1727WZQQ3HFPvWLr2TLuErrAb3GYryyiXjSKGbCz,39.375,37.5,0.0,1.875,0,0
16HsP9V3D2WQsKdaeyBBLmvSRXLsH5So62vnXoJumqGj5j8U,12.5,12.5,0.0,0,0,0
14Giedddi1P1BqkJTjHBaMcn9pHBKMNDnU9oancHtFwP6QoP,126.0,120.0,0.0,6.0,0,0
133XmcRSPAQGoLAorkXM6vdbGryYh52CSnThYoWE1JtpNDvP,52.5,50.0,0.0,2.5,0,0
13Vjz7sdDon7do24d5bycKBiiSpLvaQ3Dwn2XQmEByjHcPxb,125.0,125.0,0.0,0,0,0
16aQ2tcEPZ1mPWK4cEEwweCPo8EzZ59r11pLMAgWQaVQ4o39,12.5,12.5,0.0,0,0,0
16Y77CESFuRg7io94awPW5wwZZgYYXtbrWNEymktg2nMmh4h,105.0,100.0,0.0,5.0,0,0
124JbHoipKzRCHYcqj3fXsx1sskZzED1bWNZhHXXApnWyruX,35.0,35.0,0.0,0,0,0
16fTp6h5jwY1p6YUmXD669YYQpFkV5vqmsuCm7wLR88DQh3k,55.0,55.0,0.0,0,0,0
1cFyUkmbLgnxBGksKSWjmjp4Gt4swhJUSGdJER6BvaVt6wC,12.5,12.5,0.0,0,0,0
12Npz39qPfXvurC6pZ5MBHgbBHW1U3wabjf3maP3FCptwSa4,25.0,25.0,0.0,0,0,0
14zvgCbqfe2L36zkuJSGa958jDwWcwagsVRj63XFXVQUV5Qo,500.0,500.0,0.0,0,0,0
1Ne6HjUasw8rtgLGyPEdENXt7ywuLq4ZirJVGofftCbcbcG,13.875,12.5,0.0,0.625,0.75,0
15yi1866a5PFNri62XcgwFNMHNFnSpgXcaCvcb8GojZWsJMi,26.25,25.0,0.0,1.25,0,0
14T6iVwKpAnWhUna7cdQtLbYpWAbuotiXMrSHXx1viczS2tC,52.5,50.0,0.0,2.5,0,0
14QJFv2bmoNyVU1WyLar7zdc7qDQRdu7EcwH1LYAkgr4dYrK,12.5,12.5,0.0,0,0,0
1xe4X5j2fQRJGhHDGfqnkZ8ErQ1QfNEBMgysPPnN7ampWPo,26.5,25.0,0.0,0,1.5,0
15iLWC7Gqt2z5a9Vq2hjaw3VXkarkY5gAVdAkknV1khVhLck,12.5,12.5,0.0,0,0,0
141KirjqmnJAW4dk1npmsCbWvRrkV9jun5CMWeLhvWLoDp9G,37.5,37.5,0.0,0,0,0
13pjDGaYR3xMKFf5ewpbU3ZH6SC45BBTSZs5tpazZg76EQQr,13.25,12.5,0.0,0,0.75,0
15rdFFY5fGnCh4hg545sqrAaqC9VwEdGgGLgSbmn8n8vr6bL,25.0,25.0,0.0,0,0,0
1evETfqRy1hMnnWUuB14Z2JvNJzegSsog37i8WytNuTgAJU,13.875,12.5,0.0,0.625,0.75,0
16euT255eefpg2zTTXG263ZUkuviJqfeiA4GwqkWGdfz6Ynj,746.25,746.25,0.0,0,0,0
16fqnHd26A5iae9UF4RaXNr9csMLg2mUSDeE7tJdQFPBX9GK,50.0,50.0,0.0,0,0,0
162Sc8zwaHo6BQooLwYdRVyhkR7QFMLNbmKmyqeKB8tnsN7c,12.5,12.5,0.0,0,0,0
14u6DTaBv5sqCmU1D9jrPt8aJZzYgspRMdegYtTkTUw9JT6V,26.25,25.0,0.0,1.25,0,0
1eCCxyJksLQKWMru3znB1JrVV5T4kULZQVZovPfaM7aQfFM,12.5,12.5,0.0,0,0,0
14zub8Q71Xd8vrYS5RuyUaN4SW83VRGFumECr2jDpDtc5hv8,100.0,100.0,0.0,0,0,0
15vtpZX989asQDn1HKWcf5uTHJvNY57YaNfJRJtr6zmsS2YM,83.25,75.0,0.0,3.75,4.5,0
14BNkX1QSJ6ckXJsDzUt1kYad1572RMenvagELPAJFirZG1q,13.25,12.5,0.0,0,0.75,0
1nhppkGPL7dMwfkWGnQBBf45XAzRWU5ifRqpLbRFdYRBrsv,485.625,462.5,0.0,23.125,0,0
14zkZzaht7mEdDYftDKQGrND7nHZvxxpZuZn2MWu1XoaCGff,446.875,382.5,51.5,12.875,0,0
12Z4aKDz48wbyD77fr94EY6V7FGLNphSknZ15SBNYTj9MTE1,12.5,12.5,0.0,0,0,0
12efDynTGUuBbMZSa2XQ1joWjQXVESoeQbA4pBk8fuJstaqZ,27.5,27.5,0.0,0,0,0
13x6Dvbzwb8pPEnGqvamdNayD3pKvSDRUUm4SSBS4KRLDo7v,25.0,25.0,0.0,0,0,0
12jewJsAsQkzGmhYhC1QipaPV5JpbpR6rgLqh5sfbAA4jSWw,12.5,12.5,0.0,0,0,0
13E4wDuQjX9nDzH2CMoJDmzLTSCJTF2n1n5Qt2KiL34Z7SQL,15.75,15.0,0.0,0.75,0,0
148n68uDPQcBXnUYuN5AyzjSgMuQDG1uxgCHN1NoT7Ahy8RX,112.5,112.5,0.0,0,0,0
131YvTRxKYfzAPVgjNGhVdVstnzBt8ERQZDY3Befhzrfkerr,25.0,25.0,0.0,0,0,0
15dQm4nGceQC8PwNvsmJhSSLd1ZsZeMkmTDwgAbtpQY5aRaL,26.5125,25.25,0.0,1.2625,0,0
13frYDqWo18JwpiCuVzoivPWbpsxBW3uFk1Zvp832YxwbvB4,150.0,150.0,0.0,0,0,0
13wxftFQomLcfgZUpQANW5VZVw7VUvAakmJwz6ez3kWKy1QT,25.0,25.0,0.0,0,0,0
13Mk5UmPfRFqD2aoGay4juDbHnqBNm2pmTLtH5AMtveEB5AZ,26.25,25.0,0.0,1.25,0,0
15V9nnqu6zAgPPtVe4tzScreCu5gwn5nvLe7QgEeWuT5jhEH,13.125,12.5,0.0,0.625,0,0
1sXYMSa5cef4fPYnSgLjGdNhFGHGycWS7WPq8EkVasm7pF2,175.0,175.0,0.0,0,0,0
12Z8vWgQZSDhVXdvoUxpbdfcr9KDH2W3sypL42m9neJoDpYu,62.5,62.5,0.0,0,0,0
1boV1EGnT1GjgzKRuHPaUx3H2coXugbmk4jHuWBTfgBnDV4,13.125,12.5,0.0,0.625,0,0
13mJosCvGo5GgaEqmDexeQAzSAzuyQBuceTHoY4AdNfmZRvz,13.125,12.5,0.0,0.625,0,0
1W6P3PW7szXaXY6d35FNUeTcJ49knTR2LJX82ViGrAgfNwB,194.2125,180.5,6.25,7.4625,0,0
13j4qq5G3eZQW4M2FZwzJKCfbuWCFoUQyGUu77UczM363xJX,13.125,12.5,0.0,0.625,0,0
14ru3ZcNKY5ztR1nPPZjViJqu5RGwHN46mhW8M4GH7asNzs5,12.5,12.5,0.0,0,0,0
13mhPXCuMFVpn4fWemfjtLVSFhBGpEb9JLPNMWd1DmvaiitF,124.875,112.5,0.0,5.625,6.75,0
143ciTszupPsEY1yXPdpptfAX9Bda9fd92rmXsNJsyKd6pms,18.125,12.5,0.0,5.625,0,0
12x7XftCdBk5it5VmS4hu7q5QuEkX3SonUF6NSmW4jgbHMca,13.125,12.5,0.0,0.625,0,0
12KrcF3e9uefG9U515Jnt3WbwHRvNFjsKbuRTJu4wWSiWrT2,13.125,12.5,0.0,0.625,0,0
14JYWX3QfMCgmb13rCSXyqu6gHhT8F99VHsFJjao7bW1dUc2,26.875,25.0,0.0,1.875,0,0
1bjkPJ3YsGaZWoZBL7BhmmcpYiNWhGcx1nKCMLwaKR6iJEZ,12.5,12.5,0.0,0,0,0
16DRddQHmnScfnuFN7AZciQKa8rypCoyWkaMVcs4P79cphA2,57.5,50.0,7.5,0,0,0
16MbsPsxB65Mac8Gk4v9bnhQ8QYjxXmmu1g1mGapPXaerAip,65.625,62.5,0.0,3.125,0,0
15QK3yXmb3qp4p5rBCfqZxPgqqH7bDPLXSGTAS6fXumrCG2D,33.3,30.0,0.0,1.5,1.7999999999999998,0
112DE5WvrTDLVvW7zUBDkiUqZ94Wv2Mi4Te7ZpTFMaDH5M9j,31.5,30.0,0.0,1.5,0,0
1xiUchjPhY87hZp8JRz46pmySZuzZhjNKhFAkshJPcfnAmS,13125.0,13125.0,0.0,0,0,0
15a5VdS8yEovPALY8ZKJxo6f6dFEcuNmfYnyThC5gwDQPhM9,26.25,25.0,0.0,1.25,0,0
1YrmQxqb15EU8fgnB5kTBeFSHfdMJHbqytU2z8RReCsMUyC,50.0,50.0,0.0,0,0,0
16ALkzTE2vbHEvEwNHvLLGUaK99oMsNaUWKuewV7Jkofp9oP,12.5,12.5,0.0,0,0,0
14dNJRHDzRuJ87APVS5Jyy5WwvvVSf92GDGRdQ3upxXUCrJn,26.25,25.0,0.0,1.25,0,0
15pDJwao7ZPQwup4ZZ8hkKjWGfgM3kRRLgUEdr5CLygiAMMJ,250.0,250.0,0.0,0,0,0
16D2nra3qUsBC9QhDHMd1VMUsgojfsUB7p33tz5sEfjH9VDd,25.0,25.0,0.0,0,0,0
12MqyaYxFY1sF1gGsBF51aX3jMKyuw9vgUQBnnbjdPxtrTNa,170.625,162.5,0.0,8.125,0,0
14d1LxVTV6RUwV3UnCTmBHAL3PRTZcztxPUZkBRawKBGd4Ng,25.0,25.0,0.0,0,0,0
16SfNdPEmaPK4a14HqyyY7Qz8zQCFgt7D6CKJGC8FxGR7tZY,218.125,200.0,0.0,18.125,0,0
124A3ecjuDNbwq8DtJ1n5zb32wn91zqiJSvMXLaFC8kUKaa5,27.75,25.0,0.0,1.25,1.5,0
13JqusVtjZE2eKf8SHMyzrPw4PYUNbMMQK8TYnVKaGFL65Ro,13.125,12.5,0.0,0.625,0,0
16FfkYmAyt7ZtKLxLRJMvkXDxh6wQhXT2UzcxWX8tjE29Fg4,21.0,20.0,0.0,1.0,0,0
15kd5fQ7fheMCpwniAu32Qpyt5ETxfmHdGzrckHDxCVWnGZ6,25.0,25.0,0.0,0,0,0
13unmTWYxbyxM5CeX7896uqydNbDZ3LU3L3RtfacvsJEZqD9,78.75,75.0,0.0,3.75,0,0
14Avf8p4PP5U9VatHiC4PfMdiL5pSnUmQA63CStTLZdyVZsr,250.0,250.0,0.0,0,0,0
13zDmf6px8cdPKaRusQZYLtmBiGFE5YrtehLXnujVpCw4dYv,52.5,50.0,0.0,2.5,0,0
1WGysDMCDjghwoYxxjQGkrnmm5JGpeZX3iDPLH6HNRTYQ4i,15.0,15.0,0.0,0,0,0
16Cm5suYtuoNHXrfCJMYHdygvjWTFvk1Q2j5L9M4rNp82Mdx,69.375,62.5,0.0,3.125,3.75,0
16Y65nHcT8DTKuwgeJ82toFbpBv2Dw7qiNnjJEC3UvYU4HaW,12.5,12.5,0.0,0,0,0
15ofJavP3xWN8bxDxcKTvWfRUdXbpvfgN8eFuRkbKQySNXxL,752.5,752.5,0.0,0,0,0
16hhABFwDdqiZzYx4VLjPqAZ4JEYZCGyoQ3DowxtQTe6xgmo,32.5,32.5,0.0,0,0,0
15BPL3S1UkgjFa3FCbw6XjYr9Z9HfPFFf1c4EWvuGU6QETgY,39.375,37.5,0.0,1.875,0,0
14Ash1PixuDLCMCCTvn3s5uSxg6PrY4R6vPq3PKwU4ruqFuf,12.5,12.5,0.0,0,0,0
1RKXDUEFuEQ9yqC2BSdSXNSn14kuhCQ5gaAav9fpvddm1i1,83.25,75.0,0.0,3.75,4.5,0
1noCitbmNqUHNbguREhEKCjFAPJbKA9GxR4A68xYyprZh6S,41.75,41.75,0.0,0,0,0
143YB3siGSxkLQfTRc8gTys3b6p6f39qQtfhiRvuUP7a2emJ,12.5,12.5,0.0,0,0,0
1vRDtp2VodExhN999WKW2o167zLQ7bV1XVyYT6BR8PvbuBC,12.5,12.5,0.0,0,0,0
129MhGbzExufWTDAAvfERApUBZbYhWPKG9vY6s4kyWkGxuHj,35.0,35.0,0.0,0,0,0
1ZesKcJYJyviWWSeRG9fHKsmSuKvsPvebpHiXMg49mMpXwH,62.5,62.5,0.0,0,0,0
12mxu8J62xPMXj7jKZrfRKUyyTn8Q5qG8oHgYf4FH9P5XKqX,12.5,12.5,0.0,0,0,0
1CUP34dM2GhGas7L6jJtAz14aw8vD5KeLzgvuHWJEYpUnV8,14.375,12.5,0.0,1.875,0,0
14pZfyYvZissZbz6Ln3cu5uib4mPeQzZiW2MfHWPCmBWrkkj,130.0,125.0,5.0,0,0,0
15g4x7bnkRzYeoxbDz3CHJWhy1GkE3BDszjSY49571FppsTu,22.5,22.5,0.0,0,0,0
1EJ6NuWjQJNiwHTfRyUP8ivx9s29n1S1crbzWkPG4p8QFcH,26.25,25.0,0.0,1.25,0,0
16PLkteLEMVodViqH8yZtTBgnU7x2Fao9UeZfUNaddmzkcWd,20.0,20.0,0.0,0,0,0
1gSTck91WT6ydSLkKDZXfJUffvvTf3xhMjcFzKctzJRM2pf,25.0,25.0,0.0,0,0,0
15K71FcrD7Jv66JUFQ3N88kgYUtB2gV9XtH2caPrx7yNRsyk,21.0,20.0,0.0,1.0,0,0
15hxuj3HvmCcJYQg4tfgwhXJu4NDbUWNJQntNTiJzHuLdyV2,147.5,147.5,0.0,0,0,0
15b8rnqQ6ao8XuduNNCKKgzL1PdGVtpSvyAAo5tzmonfLDzp,125.0,125.0,0.0,0,0,0
1eSjPod7KnTmmiXZgS9YSsm9RBTtd5LQadq4jpG8oKieHGH,2500.0,2500.0,0.0,0,0,0
12HXm57g7tSVQ5a8PctMxMSu9z1Z9eFGDAKBKXS2CB7bTyjg,13.125,12.5,0.0,0.625,0,0
13m6NGRNd27gNoawLJt9M3asxkDgXq6NZnqezGAx8CZgRseE,12.5,12.5,0.0,0,0,0
14jFer2n99HRqj2x9hMiYwc6TtXv1VdAaFNvzzp7sr7TMSCE,12.5,12.5,0.0,0,0,0
13aySn8Z21v4gBREQhJDbTqsB158ojhRhRdpEPYRDHskeZVo,13.875,12.5,0.0,0.625,0.75,0
15UxjPHMzr5KYUj4XtbCRMiYGBv3Xn4jmfGyVWMVe3nw2X9P,25.0,25.0,0.0,0,0,0
12pNP54ztR7vYR1ZGNoVz8EJAHgC6SyTN9QkYPURvQxDNkHW,50.0,50.0,0.0,0,0,0
15zUbdZ5etAhYv78HLseyqqbPmKgXCUh8iEGd5T8ih8iV4sE,25.0,25.0,0.0,0,0,0
16cRo9tpzcCrzarLWb5WLFRtaXPkyRbV73ihDdYBcK66Lekp,157.5,150.0,0.0,7.5,0,0
1NYMc2zV3UzdKaMAEVUHurqiQatDCMAFCchySU95VdnUsiz,12.5,12.5,0.0,0,0,0
14abCd7T2n7ti1abEkNgW41FwCatwEYVKJgAwxBqF5BLJne3,32.5,32.5,0.0,0,0,0
12LHzLBVbGZThRBESyM71vq6hpQqw9kvb8dUPowVAyqj45P7,27.5,27.5,0.0,0,0,0
16aixp9jt7m1MhUiMcGQr4bA7KubELUcUT3F4WFUXbxigC3P,13.125,12.5,0.0,0.625,0,0
1stpAq5xbRViEcLeWv8zRcMDr1qNR4RrjPxuwPXJT4ZFEC2,12.5,12.5,0.0,0,0,0
16Uq2bLM9FcydEf8qfKeNd36esLjgfbnVDWcjQvvN3QMmEkz,37.5,37.5,0.0,0,0,0
12giRMBHoWqzLpEW4eNvPxarJYhcdUaeQ1UyWXS6HdK6sg8z,20.0,20.0,0.0,0,0,0
15VLbCKpFoe2gH6NKvraN9P9faYjf7Xoej7ekFKjuMLWNpNP,25.0,25.0,0.0,0,0,0
15ybaCvJDenXeNyzpTMHchoL3NeT2HLH9gHRZ8Yv335V8fjj,35.0,35.0,0.0,0,0,0
14ajTQdrtCA8wZmC4PgD8Y1B2Gy8L4Z3oi2fodxq9FehcFrM,262.5,250.0,0.0,12.5,0,0
12YuAYLRJi4cYoy6pmAxjXtErsZGee4C5qxnbTczozy5rwZw,225.0,200.0,25.0,0,0,0
15tYkfAnFMkGJZXbbUoouNiPR3bXsK6svACoMn5nwsNMveCJ,39.375,37.5,0.0,1.875,0,0
14VjESMJetndxSXGVyyh5sad55humQ2W3zi786cLcV7FmiUC,26.25,25.0,0.0,1.25,0,0
15VTtFXH1vJ8edkoS41ijvDSmZfMbF3nn99Dt3hGgDFjLi7G,13.125,12.5,0.0,0.625,0,0
14DKyvx2yjpURMTZ4v6ys5AayknRxwuuv9Ece6jTaCdWgED1,12.5,12.5,0.0,0,0,0
13C3KNkimah34sNTdwCG3PPxYJ8vWpTBQ8Cp657cDKhEgaay,110.25,105.0,0.0,5.25,0,0
1FHwWN2Adis7N1NhKvk9QA5f1LFiG3h6RDoKZgk6SNw8Q71,52.5,50.0,0.0,2.5,0,0
12VkUxswwZKWKFs9pqaS3mEcNF7ennbF62ErdEWTmTbeimKR,12.5,12.5,0.0,0,0,0
129k2RiQPFvdsqBZsrqHKCgbs16jio71B6k8MSW2fVhEV44p,28.75,25.0,0.0,3.75,0,0
14wDEEnVKZDXVXq2arAmkf1QmnTcwN4fzNJRFoM77YvFxa8T,12.5,12.5,0.0,0,0,0
15PNyQgoqx3RQy6Kx2yUu32L61nnpwaeyPEYny4Pih975f2g,13.125,12.5,0.0,0.625,0,0
14Bnn6ZA7raEdJHff6jVtb5EfEZCJ8FE8bxLcj1N2eCdzH16,15.0,15.0,0.0,0,0,0
13ofRiYaRNUESV29dZ6DLNNeaRdPhsh1JbNjS9JqpJ3rBCbZ,62.5,62.5,0.0,0,0,0
16AbNYToMBWXwknpCqc3PwuFX7yE87WZSRjrh6HyKNJyBedm,25.0,25.0,0.0,0,0,0
15ywsHYGGk4eKkg3jtazMcj2TsE3jXnfqpMD7ECv8VbFAKsa,262.5,250.0,0.0,12.5,0,0
13W3XbF8wePuTWMYfn7xspiMMm6gzRiEJwoGUE6CEAQibQ44,1250.0,1250.0,0.0,0,0,0
13GNwMn2mPL6gotbq7zAtQHDnAE7gJkXgBwEkcXHdmz7qBPP,105.0,100.0,0.0,5.0,0,0
12jqRrQNxB8g4bwtyWN4VacxuUMWVBbuwbh5XYqALwRwvw3F,31.25,25.0,0.0,6.25,0,0
15uGw5uBtjcgHN8ZLmYcsKRkAVjsiimfuwPYsxpaGqUyT9Cm,182.5,182.5,0.0,0,0,0
1FPCefWyMRSqVLhSWfV7ySTkefSCRdU3VXC1qrZdpUCNPFF,12.5,12.5,0.0,0,0,0
1q2uMs1a62JFzYN5p4SEuun6vJzJWeykS6DVwc41x6VWtjc,12.5,12.5,0.0,0,0,0
13YG3g8PqErHn3o7NMXB1W8FL69tzWab7EokNFqEvGPLuNfK,52.5,50.0,0.0,2.5,0,0
12NpKTuGZyRQWwgaJysh3EcxDgQ2tghuifroF582gTre4TrJ,26.5,25.0,0.0,0,1.5,0
15Y6HrjX9FFVXmTPFvMjvyjbyPJVgc3uajd5DmyxcKqae9C1,325.0,325.0,0.0,0,0,0
123hkjcvEvNgmXSD1Vhef65Wa8oZvZds99Tjwer2bsGJFvHM,120.0,120.0,0.0,0,0,0
1NW6MJ4Go9scL3GFG257VHjgPyjX2U5srbKhZ1UsKjrQJsc,12.5,12.5,0.0,0,0,0
167bmQQtcoNGr8KkbJUga5BrUpjXX84PcL65NKiKSdDpBDjo,85.0,85.0,0.0,0,0,0
16PAwTPu9SYKRQ2fiGjgkY1hjJnp2EC1XfZmiSuzhWBrgojn,25.0,25.0,0.0,0,0,0
12DzbvvbFySuhHXwcn1TRxq5SKaUc63uHwLkqq9H53uGc4Nx,131.25,125.0,0.0,6.25,0,0
15KF1vZK7nFXA7xX3iuzy1ZCDQF8ZgFqnYYoeYXpYtToGJHp,525.0,500.0,0.0,25.0,0,0
