G7Lwgm7GxrH2V6BREqSdi9EtKAD9DLmREiPW9YnkmpuxDwW,100000000000,8960752
G7Lwgm7GxrH2V6BREqSdi9EtKAD9DLmREiPW9YnkmpuxDwW,1000000000000,8960931
DMLgHWqdEPRGekJip32qW3JJ1W7KtM35hmZE7pxBxPzuyrY,100000000000,8961037
CbJ7W3MMYRc8HxvNnsXj7K5NUgZCuH9k3E4ruaKfAZhjZTY,400000000000,8961310
Dd1BNw2W3PoLjwMF7myAuGfMtbuqKPQaRvironwXHxwcY5W,100000000000,8961861
HZ7Pa28vCUmX3tEAQnFqVsBr6we37oxM8wkCLZticjJh7fh,500000000000,8962002
HfGeoDcNtHvcHEFgetosA1M3ictTTeinNsuK3i9ToMfbNNc,30000000000000,8962068
CzHV9uV1y127xV8qecpJS1heKxBe8n1Hm7kvCHo5inmpy1e,2109999999999,8962119
DGFT1RHAR9X25mtowtAyQFQfcHwtHm2yp4V3NN3qzHHE8bE,2150000000000,8962508
DotqtsTViXGZyrkd4QZQCTWiiHgEtm7rhPD3HQ2e2e8Q3XQ,1000000000000,8962585
FUzsudRxAEEXnvanXmj3TXUH1FYPckAfAmAd1qMR1tuV3g5,100000000000,8962628
E58GPreoSwZhK1JXJmK38xFnfSxhnKQ6k4eB1d2ePAC8H1d,3000000000000,8962862
D5tKenh5RYYR5qgrRWfEX22rcX2pz4UEcUForvMGS6r369D,250000000000,8962880
EawudhGYQCeKvpjUiXxRdn2bmSWUxkA1dndMHoYFVmQvRmi,10000000000000,8962989
GA9b4Z86es13jA9tZwakX6fjjo4ZxXVjPPKBsg8iTNYaqcM,100000000000,8963126
DMjtdmNo44tjdiNBfnhZJfzQ1PsSf3S3VZXdUrQoMyUqywZ,100000000000,8963143
Ht1TkF41gSGUjsYxubKCzg7BshXr9HmQUfRfyRYgh8w8ddZ,1000000000000,8963242
E5x8zFpsKMbvEVhnhqSij3AMbejAqZVMXh5JQABd3Vo3jpj,100000000000,8963341
H9orqiSh2ksnQ2PxJ9qiQmWbZdzBghEDSN92V4AHDc4YkV1,1000000000000,8963489
CwkKEgTiXaZb7RhsVwDYedMdj45o8rdn7ZVG4jb3SGVEB7Q,100000000000,8963562
HCqNNQjbMAoo1qvrHcGEvksTxTQ4bSTETZkjard7AFHEvp5,1080900000000,8964257
JE9jFR4HW5tRYZGiBHEr4fyE6uBhVP6APPV7vJL65NymTmB,1100000000000,8964316
FLPSoZhUwJwZvGwihQbrnF7aNYP62GaNKmDKDoiVZFe3TaQ,100000000000,8964445
EwtCBTEPuy7Sb55B3KGNDfRQDkQ8qFJTDkRTQx4QmKw9oxu,100000000000,8965050
FPxUhVdib12GdhfdQmkMBBPevi6PSFji9tyruyiENijvNsg,3000000000000,8965193
J42h8yM4CjmvdEi7khFs7vt8gf7acrpZdQSWA1xQ4n8xt6P,100000000000,8966369
DAULFiBwdCJ2RZv68K73ECW3zFNeSKveUcinVHLpqH9RQUE,200000000000000,8966593
Cj84VVQ6BK2aTDqrK3cPNCqnbukxwLUg4T3h8oZEQFn2KRq,382600000000,8967748
JGmrBLZEqaaqLrfRmXkZhsD4JhoPkjRkfXJjj9smCk2UoYA,10000000000000,8968301
F27bskQbzC78PkTD5ZMPX9MtTFUVs9xEAEUnERnU5F5CPPx,500000000000,8968455
DSMce3HStRRybUj8ESKgvJmDhcYHiS8KqVb9GStv8iJbRFB,100000000000,8968749
HpYSAu8LZEvLkANeEzy3ah5vX5fqRkYxvqrDQA81VJtkaRd,100000000000,8968810
FCtyESN91kWFkKFZHa45aXozHbmsKYq5Vw9emr31VcbFTsf,25000000000000,8969040
FFnjBkaVfgTW8uDwApPxUTXkcgps97uQ9L4kR1thQrTQ9cs,100000000000,8969554
FcKUzGHdd9Wo6uMLFpnLmbePqpcjahXpFWetL1n7qYT4HHp,5000000000000,8971218
FyrBJBWaYcGytKwHNiqgyrdexvGTg7enWnDYcN2feEFavSu,1615300000000,8973073
FDZV9KZkAjzFSbct4ySSRiUkUTiMt26yGw8RYHiM1EHduDs,2000000000000,8973632
JGmrBLZEqaaqLrfRmXkZhsD4JhoPkjRkfXJjj9smCk2UoYA,2000000000000,8974989
HyS7gS8xUZAtN5ZV5thLdK95TAEixpreGBv4kse1yYXSjCA,200000000000,8976380
GnCp99zwjknYrnX1GibcNJXUE2PoJV3MsKiK5kJrqwDC2dF,21415000000000,8976501
F59cJFqSb8Ss5kLfFpfzv6yciFbCRwRbYcXN48qGekniSvm,2000000000000,8976636
FJAHFsA9T33cQo7Dgk3ptCZxmfnNo4vGS2BZcXDc7iX6z99,10000000000000,8977177
G7nnW2iJYPrNc781qGK9ez5JyNXSjVihpKJpRmQWdP8P1ou,1000000000000,8977655
CwVE5LkNLqY7j8WV4tRJtDVFAkCnx2rhK6sgrVRN9YdNZqt,100000000000,8977659
Go8RurHjp6boVnjg4m8uXKE4Zs5ZYBNpTu98wEmUssCqBAq,500000000000,8977879
JLNyhFz9FNSJpuuoZdgYFz6i4WWq5G9foTCBxopbgADtprB,151847900000000,8979121
GXR6g86nbAG6cyNjAANhe9yjV92Dztt9F7Eea3sLDYYxbRq,100000000000,8979271
FD5AHPGsWZr74NP5xuzjjf2Tgp1z8YksRReWxjDyXRjT3oD,1040000000000,8980087
GRcSANjWaSebU5yG1sxn5qGTm4NpM2McjjzogJpoWSnXc5J,1000000000000,8980350
Fu11TGKbMexZmdoYYt7zjCVcvSVCo7A2CKWnUh91k9jucwN,3000000000000,8980817
GJVzGVdZZKwKGVPfk7wYM8XKzqsdAmu6ucyho1gHbAXWEAT,1000000000000,8981084
HetYUNSFvTJxGPPH5zJ7adMRMeLaZixebtvfFkD7eS7w7id,1000000000000,8981711
HqPZEGhFuqDpMr3h4vHzXQ7ZHLun97PUL7ibPgdBytoQa3E,15000000000000,8983308
JHKtbXe4goCyKuX5VTAXLEDbJstyKpHunumqg7wwE1ZsVmL,100000000000,8983485
G52SB3ZnpwaQJGzU3uqkrEpqGnXAe7Cr83GsCEK54HD2hvZ,1000000000000,8983744
HnCFyEZ5sXoZ58QQGC3ukE38JJ3JFTxyc2aFKbFHv7KfupN,1850000000000,8983865
